timestamp,open,high,low,close,volume,datetime_utc
1744934400000,84947.92,85132.08,84724.6,84828.0,1247.74402,2025-04-18 00:00:00+00:00
1744948800000,84827.99,84838.52,84413.23,84654.68,1523.46331,2025-04-18 04:00:00+00:00
1744963200000,84654.68,84764.0,84472.25,84669.11,1166.67376,2025-04-18 08:00:00+00:00
1744977600000,84669.11,84769.95,84338.0,84374.59,1234.717,2025-04-18 12:00:00+00:00
1744992000000,84374.6,84649.99,84303.96,84562.83,718.53494,2025-04-18 16:00:00+00:00
1745006400000,84562.83,84684.49,84342.15,84474.69,638.83012,2025-04-18 20:00:00+00:00
1745020800000,84474.7,84986.76,84364.45,84883.71,1105.44308,2025-04-19 00:00:00+00:00
1745035200000,84883.72,85300.0,84883.71,85217.39,2259.71458,2025-04-19 04:00:00+00:00
1745049600000,85217.38,85436.72,85115.45,85217.4,1378.37688,2025-04-19 08:00:00+00:00
1745064000000,85217.4,85677.99,85070.0,85191.19,2584.44918,2025-04-19 12:00:00+00:00
1745078400000,85191.18,85330.06,84694.49,85085.55,1789.11723,2025-04-19 16:00:00+00:00
1745092800000,85085.56,85367.93,85015.63,85077.01,549.48058,2025-04-19 20:00:00+00:00
1745107200000,85077.0,85320.76,85050.27,85168.81,882.54344,2025-04-20 00:00:00+00:00
1745121600000,85168.82,85248.0,84678.18,84784.01,1167.69622,2025-04-20 04:00:00+00:00
1745136000000,84784.01,84785.0,83949.52,84129.83,1885.40107,2025-04-20 08:00:00+00:00
1745150400000,84129.82,84664.0,84099.3,84344.66,1721.01989,2025-04-20 12:00:00+00:00
1745164800000,84344.65,84664.09,84272.74,84651.61,769.05869,2025-04-20 16:00:00+00:00
1745179200000,84651.61,85298.0,84616.73,85179.24,1665.95794,2025-04-20 20:00:00+00:00
1745193600000,85179.24,87640.0,85144.76,87205.56,9533.33738,2025-04-21 00:00:00+00:00
1745208000000,87205.56,87738.0,87038.0,87434.78,2859.73764,2025-04-21 04:00:00+00:00
1745222400000,87434.79,87795.26,86644.29,86971.92,3305.90555,2025-04-21 08:00:00+00:00
1745236800000,86971.92,88465.99,86779.97,88044.8,8328.4863,2025-04-21 12:00:00+00:00
1745251200000,88044.81,88270.88,86389.78,87415.1,5561.20336,2025-04-21 16:00:00+00:00
1745265600000,87415.09,87625.68,86887.15,87516.23,2184.70239,2025-04-21 20:00:00+00:00
1745280000000,87516.22,88877.0,87076.03,88157.55,5948.6986,2025-04-22 00:00:00+00:00
