timestamp,open,high,low,close,volume,datetime_utc
1745373600000,92640.0,93254.68,92604.92,92868.77,1092.0426,2025-04-23 02:00:00+00:00
1745377200000,92868.76,93223.82,92689.4,93168.91,618.12497,2025-04-23 03:00:00+00:00
1745380800000,93168.91,93666.0,93017.46,93665.99,901.69092,2025-04-23 04:00:00+00:00
1745384400000,93665.99,93665.99,93280.79,93478.42,860.57425,2025-04-23 05:00:00+00:00
1745388000000,93478.43,93863.63,93420.0,93628.13,786.54566,2025-04-23 06:00:00+00:00
1745391600000,93628.14,94264.0,93490.9,94133.82,1204.3315,2025-04-23 07:00:00+00:00
1745395200000,94133.82,94521.79,93913.04,94285.72,1366.71825,2025-04-23 08:00:00+00:00
1745398800000,94285.72,94398.97,93888.52,93888.52,800.21181,2025-04-23 09:00:00+00:00
1745402400000,93888.53,93900.0,93340.81,93745.19,1429.75497,2025-04-23 10:00:00+00:00
1745406000000,93745.04,93777.95,93324.45,93466.01,713.03617,2025-04-23 11:00:00+00:00
1745409600000,93466.01,93857.14,93421.94,93731.4,715.78459,2025-04-23 12:00:00+00:00
1745413200000,93731.4,94696.05,92872.16,93020.22,3287.20024,2025-04-23 13:00:00+00:00
1745416800000,93020.35,93665.99,92666.01,92940.06,1791.42787,2025-04-23 14:00:00+00:00
1745420400000,92940.05,93238.87,91935.41,93195.28,2750.4464,2025-04-23 15:00:00+00:00
1745424000000,93195.28,93770.19,92913.04,93641.74,1369.64971,2025-04-23 16:00:00+00:00
1745427600000,93641.73,93959.47,93455.85,93894.37,1044.80234,2025-04-23 17:00:00+00:00
1745431200000,93894.38,94219.93,93620.89,93620.89,696.68663,2025-04-23 18:00:00+00:00
1745434800000,93620.89,93620.89,92963.66,93497.88,907.78449,2025-04-23 19:00:00+00:00
1745438400000,93497.88,93879.42,93476.2,93640.0,463.61912,2025-04-23 20:00:00+00:00
1745442000000,93640.01,93917.53,93273.06,93485.5,399.0868,2025-04-23 21:00:00+00:00
1745445600000,93485.51,93790.21,93238.1,93790.19,365.26246,2025-04-23 22:00:00+00:00
1745449200000,93790.19,93841.3,93525.44,93691.08,334.21699,2025-04-23 23:00:00+00:00
1745452800000,93691.07,93787.65,93234.31,93357.22,891.30897,2025-04-24 00:00:00+00:00
1745456400000,93357.22,93618.88,93060.75,93489.18,619.94878,2025-04-24 01:00:00+00:00
1745460000000,93489.18,93631.0,93050.0,93101.23,473.23812,2025-04-24 02:00:00+00:00
1745463600000,93101.23,93329.63,92650.0,92673.95,783.62779,2025-04-24 03:00:00+00:00
1745467200000,92673.95,92839.46,92385.12,92746.66,1107.29168,2025-04-24 04:00:00+00:00
1745470800000,92746.67,92903.94,92527.62,92576.61,422.05332,2025-04-24 05:00:00+00:00
1745474400000,92576.6,92666.67,92254.0,92388.69,820.57307,2025-04-24 06:00:00+00:00
1745478000000,92388.7,92636.53,92101.63,92203.55,1079.93964,2025-04-24 07:00:00+00:00
1745481600000,92203.54,92357.58,91660.01,92017.75,1831.96132,2025-04-24 08:00:00+00:00
1745485200000,92017.75,92589.56,91976.76,92476.9,995.55388,2025-04-24 09:00:00+00:00
1745488800000,92476.89,92657.69,92370.16,92550.89,612.2703,2025-04-24 10:00:00+00:00
1745492400000,92550.89,92640.0,92270.67,92619.94,500.80279,2025-04-24 11:00:00+00:00
1745496000000,92619.94,92805.67,92434.78,92777.27,679.77325,2025-04-24 12:00:00+00:00
1745499600000,92777.27,92966.34,92554.81,92813.83,1240.39922,2025-04-24 13:00:00+00:00
1745503200000,92813.82,93400.0,92619.04,93101.83,1571.34785,2025-04-24 14:00:00+00:00
1745506800000,93101.84,93450.0,93011.93,93202.51,955.7157,2025-04-24 15:00:00+00:00
1745510400000,93202.52,93595.22,93202.51,93346.08,871.05096,2025-04-24 16:00:00+00:00
1745514000000,93346.07,93428.41,92666.62,93011.28,714.13836,2025-04-24 17:00:00+00:00
1745517600000,93011.28,93463.67,92999.07,93380.0,426.75122,2025-04-24 18:00:00+00:00
1745521200000,93380.0,93649.56,93189.49,93556.12,492.11945,2025-04-24 19:00:00+00:00
1745524800000,93556.12,93666.0,93299.14,93390.66,646.10226,2025-04-24 20:00:00+00:00
1745528400000,93391.3,93563.37,93024.0,93353.72,332.02854,2025-04-24 21:00:00+00:00
1745532000000,93353.73,93582.73,93288.0,93427.98,355.09613,2025-04-24 22:00:00+00:00
1745535600000,93427.98,94005.0,93373.33,93980.47,1073.96811,2025-04-24 23:00:00+00:00
1745539200000,93980.47,94006.0,93520.0,93896.28,1400.33571,2025-04-25 00:00:00+00:00
1745542800000,93896.27,94444.0,93602.83,93678.13,1317.12816,2025-04-25 01:00:00+00:00
1745546400000,93678.14,93897.59,92892.0,92992.33,1069.14984,2025-04-25 02:00:00+00:00
1745550000000,92992.33,93387.09,92855.96,93311.83,705.52433,2025-04-25 03:00:00+00:00
1745553600000,93311.83,93498.0,93047.0,93058.58,668.38248,2025-04-25 04:00:00+00:00
1745557200000,93058.58,93419.45,93013.56,93206.05,582.72597,2025-04-25 05:00:00+00:00
1745560800000,93206.06,93612.57,93199.99,93538.07,522.40754,2025-04-25 06:00:00+00:00
1745564400000,93538.08,93860.0,93497.64,93772.26,1690.35511,2025-04-25 07:00:00+00:00
1745568000000,93772.27,93888.0,93624.63,93680.01,743.12893,2025-04-25 08:00:00+00:00
1745571600000,93680.01,93873.41,93539.82,93816.42,500.01367,2025-04-25 09:00:00+00:00
1745575200000,93816.42,93976.42,93581.39,93634.02,617.16074,2025-04-25 10:00:00+00:00
1745578800000,93634.02,94660.0,93634.02,94635.67,1638.14538,2025-04-25 11:00:00+00:00
1745582400000,94635.67,94990.0,94270.81,94417.29,2501.32388,2025-04-25 12:00:00+00:00
1745586000000,94417.29,94688.88,93929.41,94400.01,1246.62972,2025-04-25 13:00:00+00:00
1745589600000,94400.01,95758.04,94391.3,95368.0,5315.61891,2025-04-25 14:00:00+00:00
1745593200000,95368.0,95683.31,94804.82,95061.22,1808.96782,2025-04-25 15:00:00+00:00
1745596800000,95061.21,95381.52,94726.86,95223.81,827.35336,2025-04-25 16:00:00+00:00
1745600400000,95223.82,95554.99,94370.35,94527.79,1213.55237,2025-04-25 17:00:00+00:00
1745604000000,94527.79,95228.28,94527.79,94970.15,741.12878,2025-04-25 18:00:00+00:00
1745607600000,94970.16,95318.26,94879.05,95291.0,754.0757,2025-04-25 19:00:00+00:00
1745611200000,95291.0,95345.45,94777.0,94869.57,537.75825,2025-04-25 20:00:00+00:00
1745614800000,94869.57,95034.36,94441.61,94608.69,426.67149,2025-04-25 21:00:00+00:00
1745618400000,94608.69,94968.94,94587.21,94850.0,250.01053,2025-04-25 22:00:00+00:00
1745622000000,94850.01,94973.4,94609.25,94638.68,423.11781,2025-04-25 23:00:00+00:00
1745625600000,94638.68,94935.97,94527.84,94880.69,1397.22066,2025-04-26 00:00:00+00:00
1745629200000,94880.68,95199.0,94751.12,95013.14,507.35698,2025-04-26 01:00:00+00:00
1745632800000,95013.15,95157.73,94699.11,95000.0,426.17384,2025-04-26 02:00:00+00:00
1745636400000,95000.0,95059.67,94710.0,94739.99,211.9504,2025-04-26 03:00:00+00:00
1745640000000,94739.99,94830.93,94533.92,94536.99,497.93432,2025-04-26 04:00:00+00:00
1745643600000,94537.0,94706.6,94380.72,94626.47,325.1239,2025-04-26 05:00:00+00:00
1745647200000,94626.47,94743.88,94583.91,94630.42,283.09837,2025-04-26 06:00:00+00:00
1745650800000,94630.42,94794.17,94570.31,94570.31,303.9016,2025-04-26 07:00:00+00:00
1745654400000,94570.31,94733.54,94268.2,94318.04,506.57636,2025-04-26 08:00:00+00:00
1745658000000,94318.03,94423.77,94120.5,94277.65,536.19777,2025-04-26 09:00:00+00:00
1745661600000,94277.65,94394.44,94151.07,94209.03,270.11471,2025-04-26 10:00:00+00:00
1745665200000,94209.03,94250.67,93990.6,94144.06,434.59897,2025-04-26 11:00:00+00:00
1745668800000,94144.07,94320.0,94113.23,94245.9,347.1869,2025-04-26 12:00:00+00:00
1745672400000,94245.91,94300.95,93870.69,94149.2,551.38869,2025-04-26 13:00:00+00:00
1745676000000,94149.19,94271.38,93920.0,94240.01,340.90576,2025-04-26 14:00:00+00:00
1745679600000,94240.01,94394.0,94184.23,94373.24,399.34843,2025-04-26 15:00:00+00:00
1745683200000,94373.24,94373.24,94041.0,94286.92,267.47055,2025-04-26 16:00:00+00:00
1745686800000,94286.92,94378.87,94222.33,94316.79,164.43394,2025-04-26 17:00:00+00:00
1745690400000,94316.79,94372.0,94123.5,94154.71,229.99296,2025-04-26 18:00:00+00:00
1745694000000,94154.71,94334.81,94095.23,94307.5,170.35998,2025-04-26 19:00:00+00:00
1745697600000,94307.51,94380.96,94087.0,94087.0,180.72695,2025-04-26 20:00:00+00:00
1745701200000,94087.01,94360.0,94087.0,94355.38,263.61098,2025-04-26 21:00:00+00:00
1745704800000,94355.39,94800.0,94355.39,94781.86,481.03012,2025-04-26 22:00:00+00:00
1745708400000,94781.86,94888.0,94555.0,94628.0,318.36561,2025-04-26 23:00:00+00:00
1745712000000,94628.0,95001.58,94576.74,94870.01,728.73565,2025-04-27 00:00:00+00:00
1745715600000,94870.01,95369.0,94041.6,94117.6,2400.13887,2025-04-27 01:00:00+00:00
1745719200000,94117.6,94469.5,94050.15,94345.86,367.15753,2025-04-27 02:00:00+00:00
1745722800000,94345.86,94465.0,94130.71,94156.21,429.84119,2025-04-27 03:00:00+00:00
1745726400000,94156.22,94288.65,94013.0,94014.17,448.93525,2025-04-27 04:00:00+00:00
1745730000000,94014.16,94173.92,93655.0,93923.88,744.11442,2025-04-27 05:00:00+00:00
1745733600000,93923.89,94100.0,93880.0,94015.91,281.36839,2025-04-27 06:00:00+00:00
1745737200000,94015.91,94142.52,93930.52,94065.98,384.30276,2025-04-27 07:00:00+00:00
1745740800000,94065.99,94331.85,94020.0,94202.51,533.25085,2025-04-27 08:00:00+00:00
1745744400000,94202.5,94229.21,94104.89,94159.87,229.44444,2025-04-27 09:00:00+00:00
1745748000000,94159.87,94180.0,93940.0,94053.6,244.18725,2025-04-27 10:00:00+00:00
1745751600000,94053.59,94082.13,93883.81,93920.01,336.14289,2025-04-27 11:00:00+00:00
1745755200000,93920.0,93984.42,93682.93,93734.86,452.76244,2025-04-27 12:00:00+00:00
1745758800000,93734.86,94086.96,93602.58,94060.09,453.7652,2025-04-27 13:00:00+00:00
1745762400000,94060.09,94173.91,93928.13,93985.9,295.9622,2025-04-27 14:00:00+00:00
1745766000000,93985.89,94004.82,93787.93,93901.08,230.15582,2025-04-27 15:00:00+00:00
1745769600000,93901.09,93927.5,93727.08,93881.82,315.21521,2025-04-27 16:00:00+00:00
1745773200000,93881.82,94158.01,93793.12,94043.78,383.55903,2025-04-27 17:00:00+00:00
1745776800000,94043.79,94415.54,93991.8,94287.29,460.98794,2025-04-27 18:00:00+00:00
1745780400000,94287.28,94434.79,94200.0,94433.5,194.86179,2025-04-27 19:00:00+00:00
1745784000000,94433.49,94433.5,94260.86,94260.86,153.91584,2025-04-27 20:00:00+00:00
1745787600000,94260.87,94545.45,94160.49,94328.29,242.97815,2025-04-27 21:00:00+00:00
1745791200000,94328.3,94335.84,93641.7,93939.57,563.30862,2025-04-27 22:00:00+00:00
1745794800000,93939.57,93939.57,93660.0,93749.3,287.74927,2025-04-27 23:00:00+00:00
1745798400000,93749.29,93798.71,93287.98,93419.9,819.66814,2025-04-28 00:00:00+00:00
1745802000000,93419.9,93598.2,92800.01,92949.99,1271.62188,2025-04-28 01:00:00+00:00
1745805600000,92950.0,93637.5,92890.06,93621.64,932.01032,2025-04-28 02:00:00+00:00
1745809200000,93621.64,93987.3,93470.01,93849.93,805.95446,2025-04-28 03:00:00+00:00
1745812800000,93849.93,94191.7,93849.93,94036.48,1136.67686,2025-04-28 04:00:00+00:00
1745816400000,94036.47,94333.0,93962.8,94224.28,693.5397,2025-04-28 05:00:00+00:00
1745820000000,94224.28,94670.46,94224.27,94583.99,667.50641,2025-04-28 06:00:00+00:00
1745823600000,94584.0,94800.0,94487.09,94692.49,675.73206,2025-04-28 07:00:00+00:00
1745827200000,94692.49,94821.9,94591.61,94706.39,517.2708,2025-04-28 08:00:00+00:00
1745830800000,94706.4,94887.99,94662.28,94739.07,636.29638,2025-04-28 09:00:00+00:00
1745834400000,94739.07,95223.78,94339.48,95060.77,1669.19469,2025-04-28 10:00:00+00:00
1745838000000,95060.78,95550.0,95002.84,95319.99,1585.05499,2025-04-28 11:00:00+00:00
1745841600000,95319.99,95630.0,95056.0,95350.69,2035.1513,2025-04-28 12:00:00+00:00
1745845200000,95350.69,95518.5,93926.81,93965.7,2653.72474,2025-04-28 13:00:00+00:00
1745848800000,93965.7,94900.0,93850.0,94417.73,1173.25656,2025-04-28 14:00:00+00:00
1745852400000,94417.73,94523.81,93583.9,93833.51,1012.72231,2025-04-28 15:00:00+00:00
1745856000000,93833.5,94032.18,93444.0,93734.04,785.42906,2025-04-28 16:00:00+00:00
1745859600000,93734.04,94110.0,93492.23,94100.39,398.76014,2025-04-28 17:00:00+00:00
1745863200000,94100.39,94222.0,93787.61,94175.89,362.03308,2025-04-28 18:00:00+00:00
1745866800000,94175.89,94920.0,94160.61,94787.2,738.28237,2025-04-28 19:00:00+00:00
1745870400000,94786.73,94808.8,94373.35,94469.67,278.98826,2025-04-28 20:00:00+00:00
1745874000000,94469.66,94550.0,94305.95,94549.97,195.96012,2025-04-28 21:00:00+00:00
1745877600000,94549.97,94879.08,94480.0,94809.52,344.51726,2025-04-28 22:00:00+00:00
1745881200000,94809.52,95180.0,94792.52,95011.18,768.18162,2025-04-28 23:00:00+00:00
1745884800000,95011.18,95233.48,94829.3,95065.27,403.75166,2025-04-29 00:00:00+00:00
1745888400000,95065.27,95461.53,94735.78,94857.49,993.29082,2025-04-29 01:00:00+00:00
1745892000000,94857.49,94956.18,94504.81,94615.68,582.54028,2025-04-29 02:00:00+00:00
1745895600000,94615.69,94809.53,94443.7,94658.76,375.84575,2025-04-29 03:00:00+00:00
1745899200000,94658.75,94872.0,94290.07,94353.32,709.69675,2025-04-29 04:00:00+00:00
1745902800000,94353.32,94417.97,94200.0,94276.49,1647.45956,2025-04-29 05:00:00+00:00
1745906400000,94276.49,94811.29,94258.41,94780.0,377.80111,2025-04-29 06:00:00+00:00
1745910000000,94780.01,94960.0,94704.81,94917.61,361.94456,2025-04-29 07:00:00+00:00
1745913600000,94917.61,95093.55,94812.86,95030.0,502.20502,2025-04-29 08:00:00+00:00
1745917200000,95030.01,95094.25,94787.15,94989.28,366.65829,2025-04-29 09:00:00+00:00
1745920800000,94989.28,95042.61,94743.01,94817.32,592.08053,2025-04-29 10:00:00+00:00
1745924400000,94817.32,95285.71,94810.63,95129.74,909.96441,2025-04-29 11:00:00+00:00
1745928000000,95129.74,95164.35,94779.33,94813.14,647.8607,2025-04-29 12:00:00+00:00
1745931600000,94813.14,95033.7,94590.48,94800.01,835.05,2025-04-29 13:00:00+00:00
1745935200000,94800.0,95300.0,94531.85,95040.8,960.27981,2025-04-29 14:00:00+00:00
1745938800000,95040.81,95129.2,94728.78,94843.1,429.05785,2025-04-29 15:00:00+00:00
1745942400000,94843.1,95459.99,94800.01,94954.74,1089.04376,2025-04-29 16:00:00+00:00
1745946000000,94954.74,95368.0,94658.99,95231.37,871.36794,2025-04-29 17:00:00+00:00
1745949600000,95231.37,95438.0,95060.0,95391.29,703.13824,2025-04-29 18:00:00+00:00
1745953200000,95391.29,95448.84,95224.93,95300.79,428.02418,2025-04-29 19:00:00+00:00
1745956800000,95300.79,95408.0,94820.0,94839.32,361.89077,2025-04-29 20:00:00+00:00
1745960400000,94839.31,94968.0,94350.0,94735.66,783.01509,2025-04-29 21:00:00+00:00
1745964000000,94735.65,94735.65,94000.01,94163.67,1003.3656,2025-04-29 22:00:00+00:00
1745967600000,94163.67,94300.0,93742.54,94256.82,1020.00752,2025-04-29 23:00:00+00:00
1745971200000,94256.82,94631.23,94136.48,94546.79,519.07237,2025-04-30 00:00:00+00:00
